codigo,dgenerica,despecifica,dabreviada,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
03012131,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,EL GREC,CEIP EL GREC,Púb.,BU,AMBROSIO COTES,20,3400,VILLENA,Alacant,965823195,965823196,"38,64427","-0,872901"
03014150,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,ELISA TOMÁS YUSTI,CENTRE PRIV. ED. INFANTIL ELISA TOMÁS YUSTI,Priv.,CL,CAMINO DEL FARO,31,3540,ALACANT,Alacant,965263021,,"38,36044","-0,416075"
46004413,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",EDELWEISS,CENTRE PRIVAT EDELWEISS,Priv.,CL,PINO PANERA,19,46110,GODELLA,València,963638081,963639940,"39,53329","-0,430602"
46004346,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN,CENTRE PRIVAT SAGRADO CORAZÓN,Priv.,PZ,SANTA MAGDALENA SOFÍA,1,46110,GODELLA,València,963638150,963900455,"39,51726","-0,407481"
46006771,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN RAFAEL,CENTRE PRIVAT SAN RAFAEL,Priv.,CL,PIZARRO,9,46185,POBLA DE VALLBONA (LA),València,962760105,961661702,"39,59497","-0,553864"
46005314,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JOSÉ, SAN ANDRÉS Y SAN BENITO","CENTRE PRIVAT SAN JOSÉ, SAN ANDRÉS Y SAN BENITO",Priv.,CL,ANDRÉS M. PASTOR,12,46470,MASSANASSA,València,961250581,961255163,"39,40796","-0,396366"
46006021,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA MILAGROSA,CENTRE PRIVAT LA MILAGROSA,Priv.,CL,MIRADOR,1,46870,ONTINYENT,València,962380312,962380312,"38,8215","-0,609893"
46015241,CENTRE PRIVAT D'EDUCACIÓ ESPECIAL,FRANCISCO ESTEVE,CEE PRIV. FRANCISCO ESTEVE,Priv.,CL,CONTINUACIÓN DE VICENTE CARDONA,S/N,46980,PATERNA,València,961381489,961370769,"39,49895","-0,442908"
46016671,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ESCOLA GAVINA,CENTRE PRIVAT ESCOLA GAVINA,Priv.,PD,DE LA MARTINA,S/N,46210,PICANYA,València,961590594,961591897,"39,44464","-0,443533"
46017109,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LES CAROLINES,CENTRE PRIVAT LES CAROLINES,Priv.,CL,"MORERA (URB.LLOMA DE LA VERGE,BUSTIA 42)",5,46220,PICASSENT,València,961232900,961221095,"39,38628","-0,488945"
46003202,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN,CENTRE PRIVAT SAGRADO CORAZÓN,Priv.,CL,PIZARRO,11,46930,QUART DE POBLET,València,961541460,961541460,"39,48186","-0,439062"
46000274,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JUAN ESTEVE MUÑOZ,CEIP JUAN ESTEVE MUÑOZ,Púb.,CL,SANT ROC,S/N,46470,ALBAL,València,961205340,961205341,"39,3941","-0,414934"
46000298,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,CEIP AUSIÀS MARCH,Púb.,CL,LA TORRETA,S/N,46687,ALBALAT DE LA RIBERA,València,962457505,962457506,"39,2009","-0,389926"
46000304,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EL CASTELL,CEIP EL CASTELL,Púb.,CM,DEL MOLÍ VELL,S/N,46135,ALBALAT DELS SORELLS,València,962565210,962565211,"39,54439","-0,349344"
46000341,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RAFAEL COMENGE,CEIP RAFAEL COMENGE,Púb.,AV,OESTE,S/N,46260,ALBERIC,València,962457275,962457276,"39,11416","-0,524183"
46000493,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,9 D'OCTUBRE,CEIP 9 D'OCTUBRE,Púb.,CL,EXTENSIÓ AGRÀRIA,11,46290,ALCÀSSER,València,961205220,961205221,"39,36848","-0,448015"
46000511,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CERVANTES,CEIP CERVANTES,Púb.,CL,CLARA CAMPOAMOR,3,46293,ALCÀNTERA DE XÚQUER,València,962457790,962457791,"39,06839","-0,559219"
46016713,INSTITUT D'EDUCACIÓ SECUNDÀRIA,25 D'ABRIL,IES 25 D'ABRIL,Púb.,CM,D'ORBA,S/N,46910,ALFAFAR,València,961206215,961206216,"39,41788","-0,396184"
46001205,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CERVANTES,CEIP CERVANTES,Púb.,CM,DE LA CREUETA,S/N,46680,ALGEMESÍ,València,962457545,962457546,"39,18805","-0,428381"
46017407,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MAESTRO EMILIO LUNA,CEIP MAESTRO EMILIO LUNA,Púb.,CL,SANT MIQUEL,S/N,46230,ALGINET,València,961719015,961719016,"39,25695","-0,470073"
46001357,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ALMASSAF,CEIP ALMASSAF,Púb.,PS,DEL PARC,S/N,46440,ALMUSSAFES,València,961719060,961719061,"39,2936","-0,413607"
46000699,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,CEIP AUSIÀS MARCH,Púb.,AV,VICENTE VIDAL,54,46600,ALZIRA,València,962457520,962457521,"39,14676","-0,426493"
46000729,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LLUÍS VIVES,CEIP LLUÍS VIVES,Púb.,CL,CANONONGE BDO.BLASCO CARRERES,S/N,46600,ALZIRA,València,962457525,962457526,"39,15368","-0,443466"
46001783,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT MARC,CEIP SANT MARC,Púb.,CL,HORTETS,S/N,46722,BENIARJÓ,València,962826655,962826656,"38,9313","-0,184456"
46001850,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTA BÁRBARA,CEIP SANTA BÁRBARA,Púb.,CL,NOU,60,46450,BENIFAIÓ,València,961719065,961719066,"39,28716","-0,42566"
46001886,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BEATA INÉS,CEIP BEATA INÉS,Púb.,CL,MESTRE JOSÉ MOSCARDÓ,S/N,46830,BENIGÀNIM,València,962249770,962249771,"38,9419","-0,447134"
46001928,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BLASCO IBÁÑEZ,CEIP BLASCO IBÁÑEZ,Púb.,CM,DE SILLA,S/N,46469,BENIPARRELL,València,962564860,962564861,"39,37953","-0,410614"
46001953,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VERGE DEL FONAMENT,CEIP VERGE DEL FONAMENT,Púb.,AV,VIRGEN DEL FUNDAMENTO,S/N,46181,BENISANÓ,València,962781283,962798268,"39,61164","-0,57425"
46002076,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MARE DE DÉU DEL PILAR,CEIP MARE DE DÉU DEL PILAR,Púb.,CL,MACARELLA,S/N,46131,BONREPÒS I MIRAMBELL,València,962566890,962566891,"39,52011","-0,364888"
46002180,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CERVANTES,CEIP CERVANTES,Púb.,CL,RAFAEL RIDAURA,3,46360,BUÑOL,València,961808395,961808396,"39,42499","-0,78564"
46002593,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NÚMERO 1,CEIP NÚMERO 1,Púb.,CL,MURALLA,9,46529,CANET D'EN BERENGUER,València,962617285,962617286,"39,67874","-0,221288"
46007669,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CRONISTA CHABRET,CEIP CRONISTA CHABRET,Púb.,PZ,CRONISTA CHABRET,10,46500,SAGUNT,València,962617325,962617326,"39,68148","-0,277662"
46002805,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BOSCH MARÍN,CEIP BOSCH MARÍN,Púb.,CL,CORBELLA,S/N,46240,CARLET,València,962980075,962980076,"39,22092","-0,520086"
46002799,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT BERNAT,CEIP SANT BERNAT,Púb.,CL,GOYA,S/N,46240,CARLET,València,962980070,962980071,"39,22126","-0,51536"
03010570,CENTRE D'EDUCACIÓ ESPECIAL,SANTO ÁNGEL DE LA GUARDA,CEE PÚB. SANTO ÁNGEL DE LA GUARDA,Púb.,TR,VIRGEN DEL PUIG,17,3009,ALACANT,Alacant,965937025,965937026,"38,36922","-0,499899"
03001568,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JOAQUÍN SOROLLA,CEIP JOAQUÍN SOROLLA,Púb.,CL,ALBACETE,S/N,3005,ALACANT,Alacant,965936270,965936271,"38,35078","-0,497485"
03001571,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CARLOS ARNICHES,CEIP CARLOS ARNICHES,Púb.,CL,ALONSO CANO,19,3014,ALACANT,Alacant,965919740,965919741,"38,36465","-0,480233"
03002238,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA CONDOMINA,CEIP LA CONDOMINA,Púb.,AV,PAÍSES ESCANDINAVOS (PLAYA SAN JUAN),17,3540,ALACANT,Alacant,965936300,965936301,"38,37225","-0,418046"
03011161,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EL PALMERAL,CEIP EL PALMERAL,Púb.,CL,PORTET DE MORAIRA,2,3008,ALACANT,Alacant,965919760,965919761,"38,33114","-0,512216"
03011124,ESCOLA D'ART I SUPERIOR DE DISSENY,,ESCOLA D'ART I SUPERIOR DE DISSENY,Púb.,CL,DEL CLOT,12,3011,ALACANT,Alacant,965937030,965937031,"38,37797","-0,495675"
03001246,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,SAN JUAN DE LA CRUZ,CENTRE PRIVAT SAN JUAN DE LA CRUZ,Priv.,CL,GENERAL ESPARTERO,6,3012,ALACANT,Alacant,965248181,,"38,35779","-0,482847"
03012153,CONSERVATORI PROFESSIONAL DE DANSA,JOSÉ ESPADERO,CONSERVATORI PROFESSIONAL DE DANSA JOSÉ ESPADERO,Púb.,CL,CATEDRÀTIC JAUME MAS I PORCEL,S/N,3005,ALACANT,Alacant,965141794,965203589,"38,35273","-0,493006"
12003572,CENTRE PRIVAT DE PREESCOLAR,MABECAR,PREESCOLAR MABECAR,Priv.,CM,ALMALAFA,57,12005,CASTELLÓ DE LA PLANA,Castelló,964235702,,"39,97624","-0,030899"
03009166,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,JOAQUÍN MARÍA LÓPEZ,CEIP JOAQUÍN MARÍA LÓPEZ,Púb.,CL,PASCUAL MARQUINA,2,3400,VILLENA,Alacant,965823710,965823711,"38,63731","-0,86042"
03009181,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,RUPERTO CHAPÍ,CEIP RUPERTO CHAPÍ,Púb.,CL,CLARA CAMPOAMOR,30,3400,VILLENA,Alacant,965823700,965823701,"38,62627","-0,859972"
03000424,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SALESIANOS JUAN XXIII,CENTRE PRIVAT SALESIANOS JUAN XXIII,Priv.,CL,SAN JUAN BOSCO,37,3804,ALCOI,Alacant,965332640,965523197,"38,7086","-0,462327"
03003449,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ALMEDIA,CENTRE PRIVAT ALMEDIA,Priv.,PD,COLOMINA,S/N,3510,CALLOSA D'EN SARRIÀ,Alacant,965881141,965881016,"38,65419","-0,123352"
03004223,INSTITUT D'EDUCACIÓ SECUNDÀRIA,HISTORIADOR CHABÀS,IES HISTORIADOR CHABÀS,Púb.,CL,MANUEL VALLALTA,3,3700,DÉNIA,Alacant,966428225,965781662,"38,83081","0,099419"
03004235,INSTITUT D'EDUCACIÓ SECUNDÀRIA,MARIA IBARS,IES MARIA IBARS,Púb.,CM,DEL LLAVADOR,S/N,3700,DÉNIA,Alacant,966428230,966428231,"38,84455","0,098855"
03000710,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN ROQUE,CEIP SAN ROQUE,Púb.,CL,VILLAVIEJA,S/N,3002,ALACANT,Alacant,965207188,965207188,"38,3466","-0,477835"
03010399,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTO DOMINGO,CEIP SANTO DOMINGO,Púb.,PZ,TOMÁS VALCÁRCEL DEZA,S/N,3006,ALACANT,Alacant,965937300,965937301,"38,34815","-0,501906"
03000722,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,9 D'OCTUBRE,CEIP 9 D'OCTUBRE,Púb.,CL,PINOSO,27,3012,ALACANT,Alacant,965919020,965919021,"38,3596","-0,480952"
03001672,COL·LEGI D'EDUCACIÓ PRIMÀRIA,VIRGEN DEL REMEDIO,CEP VIRGEN DEL REMEDIO,Púb.,CL,LAS PALMAS,1,3014,ALACANT,Alacant,965937310,965937311,"38,37104","-0,486212"
03002160,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA CAÑADA DEL FENOLLAR,CEIP LA CAÑADA DEL FENOLLAR,Púb.,CL,CAÑADA BAJA,271,3699,ALACANT CAÑADA (LA),Alacant,965937005,,"38,40314","-0,566592"
46019891,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",MADRE PETRA,CENTRE PRIVAT MADRE PETRA,Priv.,CL,VIRGEN DE GUADALUPE,5,46901,TORRENT MONTE VEDAT,València,961554512,961554512,"39,41699","-0,491523"
46007803,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SEDAVÍ,CENTRE PRIVAT SEDAVÍ,Priv.,CL,ISAAC PERAL,40,46910,SEDAVÍ,València,963755423,963755423,"39,4272","-0,387735"
46008352,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,ACADEMIA ALMI,CENTRE PRIVAT FP  ACADEMIA ALMI,Priv.,CL,SAN LUIS,89,46760,TAVERNES DE LA VALLDIGNA,València,962820229,962820229,"39,07656","-0,262846"
46004701,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,LA INMACULADA,CENTRE PRIVAT LA INMACULADA,Priv.,PZ,SANT PERE,10,46800,XÀTIVA,València,962274215,962274215,"38,98856","-0,513568"
46005508,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN,CENTRE PRIVAT SAGRADO CORAZÓN,Priv.,PZ,CONSTITUCIÓ,9,46920,MISLATA,València,963790453,963831086,"39,47559","-0,417805"
46007451,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",MARÍA INMACULADA,CENTRE PRIVAT MARÍA INMACULADA,Priv.,CL,VIRGEN DE LOS DOLORES,38,46520,SAGUNT PUERTO SAGUNTO (EL),València,962670487,962698110,"39,66211","-0,221899"
46008169,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA ENCARNACIÓN,CENTRE PRIVAT LA ENCARNACIÓN,Priv.,PZ,SAN PEDRO,5,46410,SUECA,València,961700325,961700325,"39,20167","-0,310246"
46008133,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",UNIÓN CRISTIANA,CENTRE PRIVAT UNIÓN CRISTIANA,Priv.,AV,BERNARDO ALIÑO,4,46410,SUECA,València,961703832,961704305,"39,20196","-0,307628"
46008443,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",JULIO VERNE,CENTRE PRIVAT JULIO VERNE,Priv.,CR,"DE LA ALBERCA, KM. 51",,46901,TORRENT MONTE VEDAT,València,961551698,961555011,"39,4163","-0,499642"
46008546,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JOSÉ Y SANTA ANA,CENTRE PRIVAT SAN JOSÉ Y SANTA ANA,Priv.,CL,MAESTRO GINER,20,46900,TORRENT,València,961550574,961573559,"39,43829","-0,46266"
46014030,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",HERNÁNDEZ,CENTRE PRIVAT HERNÁNDEZ,Priv.,AV,DE CUBA,6,46270,VILLANUEVA DE CASTELLÓN,València,962450578,962450578,"39,07472","-0,514587"
46000079,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT VICENT FERRER,CEIP SANT VICENT FERRER,Púb.,CM,VELL D'ONTINYENT,S/N,46890,AGULLENT,València,962919350,962919351,"38,8218","-0,555249"
46017365,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,"FLORIDA, CENTRE E.SECUNDARI-TÈCNIC PROF.","CENTRE PRIVAT FP FLORIDA, CENTRE E.SECUNDARI-TÈCNIC PROF.",Priv.,CL,REI EN JAUME I,2,46470,CATARROJA,València,961220380,961269933,"39,40255","-0,412234"
46017699,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LOS NARANJOS,CENTRE PRIVAT LOS NARANJOS,Priv.,CR,DE BARX,S/N,46702,GANDIA,València,962875318,962869973,"38,97091","-0,199363"
46019921,ESCOLA PRIVADA DE MÚSICA,ESCOLA D'EDUCANDOS DE L'AMISTAT,ESCOLA PRIVADA DE MÚSICA ESCOLA D'EDUCANDOS DE L'AMISTAT,Priv.,PZ,PAÍS VALENCIÀ,4,46930,QUART DE POBLET,València,961523883,961523883,"39,48275","-0,441977"
46019957,CENTRE AUTORITZAT ELEMENTAL DE DANSA,BOTÀNIC (ESPAI DE DANSA),CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA),Priv.,CL,TURIA,65,46008,VALENCIA,València,963917048,963917048,"39,47773","-0,385401"
03013911,CENTRO DOCENTE PRIVADO EXTRANJERO,DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA,CENTRO EXTRANJ. DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA,Priv.,AV,DE CASTILLA,S/N,3170,ROJALES,Alacant,966719684,966719684,"38,06649","-0,726161"
03013455,CENTRE DOCENT PRIVAT ESTRANGER,"COSTA BLANCA INTERNATIONAL COLLEGE, SL","CENTRE ESTRANGER  COSTA BLANCA INTERNATIONAL COLLEGE, SL",Priv.,PD,DE SANZ,S/N,3503,BENIDORM,Alacant,966803411,966889410,"38,56086","-0,09259"
03013893,CENTRE DOCENT PRIVAT ESTRANGER,NEWTON COLLEGE,CENTRE ESTRANGER NEWTON COLLEGE,Priv.,CM,"VELL ELX-ALACANT, KM. 3",,3295,ELX,Alacant,965451428,965451428,"38,27404","-0,637336"
46020388,CONSERVATORI PROFESSIONAL DE DANSA,,CONSERVATORI PROFESSIONAL DE DANSA,Púb.,CM,DE VERA,S/N,46022,VALENCIA,València,961206810,961206811,"39,48364","-0,347346"
46021605,ESCOLA PRIVADA DE MÚSICA,HIPÓLITO MARTÍNEZ,ESCOLA PRIVADA DE MÚSICA HIPOLITO MARTINEZ,Priv.,CL,BARÓN DE SAN PETRILLO,14,46020,VALENCIA,València,963691703,963691879,"39,48528","-0,360457"
46021630,INSTITUTO DE EDUCACIÓN SECUNDARIA,NÚMERO 1,IES NÚMERO 1,Púb.,CR,"CV-378 - KM. 0,300",,46380,CHESTE,València,962525568,962525583,"39,4792","-0,645661"
03014290,ESCOLA PRIVADA DE MÚSICA,TRADICIONAL LA XAFIGÀ,ESCOLA PRIVADA DE MÚSICA TRADICIONAL LA XAFIGÀ,Priv.,CL,ESTACIÓ,S/N,3830,MURO DE ALCOY,Alacant,966516901,,"38,77841","-0,440537"
03014307,ESCOLA PRIVADA DE MÚSICA,UNIÓN MUSICAL CONTESTANA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL CONTESTANA,Priv.,CL,LITERATO AZORÍN,5,3820,COCENTAINA,Alacant,965590419,,"38,73975","-0,440837"
03014319,ESCOLA PÚBLICA DE MÚSICA,MUNICIPAL,E. DE MÚSICA MUNICIPAL,Púb.,CL,AROMES,4,3740,GATA DE GORGOS,Alacant,965756089,965756635,"38,77559","0,082148"
03014320,ESCOLA PRIVADA DE MÚSICA,UNIÓN LÍRICA,ESCOLA PRIVADA DE MÚSICA UNIÓN LÍRICA,Priv.,CL,NOVELDA,1,3650,PINÓS (EL),Alacant,965478720,,"38,39959","-1,043886"
03014332,ESCOLA PÚBLICA DE MÚSICA,MUNICIPAL,E. DE MÚSICA MUNICIPAL,Púb.,CL,MAESTRA CONSUELO SANCHIZ,38,3769,BENIMELI,Alacant,965587123,,"38,82242","-0,043725"
46021721,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓ MUSICAL,ESCOLA PRIVADA DE MÚSICA AGRUPACIO MUSICAL,Priv.,CL,DE LA SÈQUIA,S/N,46714,PALMERA,València,962893442,,"38,94091","-0,153615"
46021733,ESCOLA PRIVADA DE MÚSICA,UNIÓ MUSICAL,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL,Priv.,PZ,MACHI,1,46291,BENIMODO,València,962530081,,"39,21345","-0,527645"
46021745,ESCUELA PRIVADA DE MÚSICA,LA SERRANÍA,ESCUELA PRIVADA DE MÚSICA LA SERRANIA,Priv.,CL,LARGA,7,46166,GESTALGAR,València,961660003,961660003,"39,60401","-0,83502"
12005301,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,LOS ÁNGELES,CENTRE PRIV. ED. INFANTIL LOS ÁNGELES,Priv.,CM,FADRELL,S/N,12005,CASTELLÓ DE LA PLANA,Castelló,964213635,964213635,"39,96474","-0,052915"
03014447,ESCOLA PRIVADA DE MÚSICA,ESCOLA D'EDUCANDS L'AVANÇ,ESCOLA PRIVADA DE MÚSICA ESCOLA D'EDUCANDS L'AVANÇ,Priv.,PZ,CONSTITUCIÓN,4,3560,CAMPELLO (EL),Alacant,965634120,,"38,42912","-0,397868"
03014459,ESCOLA PRIVADA DE MÚSICA,,ESCOLA PRIVADA DE MÚSICA,Priv.,PZ,CONSTITUCIÓN,7,3560,CAMPELLO (EL),Alacant,965636194,965630076,"38,42904","-0,39789"
12005465,ESCOLA PRIVADA DE MÚSICA,LA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL,Priv.,CL,SAN JOSÉ OBRERO,S/N,12549,BETXÍ,Castelló,964622291,,"39,92817","-0,202528"
12005477,ESCOLA PRIVADA DE MÚSICA,,ESCOLA PRIVADA DE MÚSICA,Priv.,CL,COLÓN,S/N,12500,VINARÒS,Castelló,964456203,,"40,46937","0,477533"
12005489,ESCOLA PRIVADA DE MÚSICA,UNIÓ MUSICAL,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL,Priv.,CR,DEL PORTELL,S/N,12150,VILAFRANCA,Castelló,964441608,964440183,"40,43206","-0,255175"
46024448,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL,EI 1er CICLE MUNICIPAL,Púb.,PZ,SANT PERE,7,46891,PALOMAR [EL],València,677579034,,"38,85469","-0,501702"
03015661,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,COSTA BLANCA,CEIP COSTA BLANCA,Púb.,AV,DE LAS NACIONES,S/N,3540,ALACANT,Alacant,965919750,965919751,"38,3711","-0,420205"
03015671,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL SAN HIPÓLITO MÁRTIR,EI 1er CICLE MUNICIPAL SAN HIPÓLITO MÁRTIR,Púb.,CL,CICLISTA VICENTE BELDA,2,3820,COCENTAINA,Alacant,965590051,,"38,73717","-0,441985"
46024485,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,SAN JOSÉ,CENTRE PRIV. ED. INF. 1er CICLE SAN JOSÉ,Priv.,CL,BENICOLET,6-8,46020,VALENCIA,València,963933237,963623880,"39,48661","-0,359159"
46024497,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,GUPPY,CENTRE PRIV. ED. INFANTIL GUPPY,Priv.,CL,LUIS DE SANTÁNGEL,7-B,46005,VALENCIA,València,963208808,963208841,"39,46275","-0,367424"
46024473,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL,EI 1er CICLE MUNICIPAL,Púb.,CL,DE LA FILA,6,46114,VINALESA,València,961492732,961269933,"39,53867","-0,370904"
03015257,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RACÓ DE L'ALBIR,CEIP RACÓ DE L'ALBIR,Púb.,CL,RICHARD WAGNER,S/N,3580,ALFÀS DEL PI (L'),Alacant,966870800,966870801,"38,57734","-0,068826"
03015269,COL·LEGI D'EDUCACIÓ PRIMÀRIA,PINTOR JULIO QUESADA,CEP PINTOR JULIO QUESADA,Púb.,CL,PLEITA,S/N,3330,CREVILLENT,Alacant,966616075,966616076,"38,24446","-0,802711"
46023122,CONSERVATORI SUPERIOR DE DANSA,,CONSERVATORI SUPERIOR DE DANSA,Púb.,CM,DE VERA,S/N,46022,VALENCIA,València,961206975,961206976,"39,48364","-0,347346"
46023158,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SERRERÍA,CEIP SERRERÍA,Púb.,CL,SERRERÍA,71,46022,VALENCIA,València,961205160,961205161,"39,46781","-0,335426"
46023237,ESCUELA INFANTIL DE PRIMER CICLO,MUNICIPAL LA GLORIETA,EI 1er CICLO MUNICIPAL LA GLORIETA,Púb.,PC,DOCTOR GÓMEZ FERRER,S/N,46340,REQUENA,València,962304217,,"39,48693","-1,097249"
46023249,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL VERGE DEL PILAR,EI 1er CICLE MUNICIPAL VERGE DEL PILAR,Púb.,CL,OLIVO,27,46680,ALGEMESÍ,València,962480300,,"39,1996","-0,442058"
46023511,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL LA TORRETA,EI 1er CICLE MUNICIPAL LA TORRETA,Púb.,CL,LA TORRETA,S/N,46650,CANALS,València,962244365,,"38,95709","-0,589807"
03002305,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VERDEGAS,CEIP VERDEGAS,Púb.,CR,VERDEGAS,32,3699,ALACANT VERDEGAS,Alacant,965666066,965666066,"38,40484","-0,58352"
03010107,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CERVANTES,CEIP CERVANTES,Púb.,CL,CALVARIO,51,3340,ALBATERA,Alacant,966616085,966616086,"38,1829","-0,875076"
03000230,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EL ROMERAL,CEIP EL ROMERAL,Púb.,CL,MESTRE RIBERA MONTÉS,10,3802,ALCOI,Alacant,966527820,966527821,"38,69584","-0,487636"
03012244,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,EL CASTILLO,CEIP EL CASTILLO,Púb.,CL,PONIENTE,S/N,3680,ASPE,Alacant,966616095,966616096,"38,34751","-0,77282"
03002664,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,LA PALOMA,CEIP LA PALOMA,Púb.,CL,VIRGEN DE LA ESPERANZA,40,3680,ASPE,Alacant,966912005,966912006,"38,33827","-0,767796"
